Doy;Santa_Olalla;Lucio_del_rey;Hondon_del_Burro;Fuente_Duque
2021333.0;nan;nan;nan;nan
2021334.0;nan;nan;nan;nan
2021335.0;nan;nan;nan;nan
2021336.0;0.018887108825;-0.032785547;nan;nan
2021337.0;nan;nan;nan;nan
2021338.0;nan;nan;nan;nan
2021339.0;nan;nan;nan;nan
2021340.0;nan;nan;nan;nan
2021341.0;0.351613215;nan;nan;nan
2021342.0;nan;nan;nan;nan
2021343.0;nan;nan;nan;nan
2021344.0;nan;nan;nan;nan
2021345.0;nan;nan;nan;nan
2021346.0;0.37199996;nan;nan;nan
2021347.0;nan;nan;nan;nan
2021348.0;nan;nan;nan;nan
2021349.0;nan;nan;nan;nan
2021350.0;nan;nan;nan;nan
2021351.0;0.3923324075;nan;nan;nan
2021352.0;nan;nan;nan;nan
2021353.0;nan;nan;nan;nan
2021354.0;nan;nan;nan;nan
2021355.0;nan;nan;nan;nan
2021356.0;nan;nan;nan;nan
2021357.0;nan;nan;nan;nan
2021358.0;nan;nan;nan;nan
2021359.0;nan;nan;nan;nan
2021360.0;nan;nan;nan;nan
2021361.0;nan;nan;nan;nan
2021362.0;nan;nan;nan;nan
2021363.0;nan;nan;nan;nan
2021364.0;nan;nan;nan;nan
2021365.0;nan;nan;nan;nan
